Site,Date,Round,White,Black,Result,WhiteElo,BlackElo,TimeControl,EndDate,Termination,Moves,Variant,SetUp,FEN,did_I_win,my_colour
Chess.com,2021.03.05,-,abcdave,siangton,0-1,1332,1193,1/172800,2021.03.13,siangton won by resignation,"1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. Nc3 Bc5 5. O-O a6 6. Bxc6 dxc6 7. Nxe5 Qd6 8.
Nf3 Bg4 9. Re1 Qd7 10. d3 Bh5 11. h3 O-O-O 12. Bg5 h6 13. Bh4 Rde8 14. g4 Nxg4
15. d4 Bb4 16. e5 Bxc3 17. bxc3 g5 18. Bg3 Nf6 19. exf6 Rxe1+ 20. Qxe1 Bxf3 21.
Qe5 Re8 22. Qa5 c5 23. Qxc5 b6 24. Qc4 Bd5 25. Qxa6+ Bb7 26. Qc4 Re6 27. Rd1 Rc6
28. Qd5 Qxd5 0-1",,,,False,White
Chess.com,2021.04.04,-,abcdave,Matheo_R,1-0,1363,1096,1/172800,2021.04.10,abcdave won by checkmate,"1. e4 d6 2. d4 Nd7 3. Nf3 e5 4. c3 Ngf6 5. Bg5 Be7 6. Nbd2 a6 7. Bc4 c6 8. O-O
Qc7 9. Re1 Nf8 10. h3 Ng6 11. a4 Nf4 12. Bxf4 exf4 13. Ng5 h6 14. Nxf7 Rh7 15.
e5 dxe5 16. dxe5 Nd5 17. Nd6+ Kd7 18. Qg4+ Kd8 19. Qg6 Bh4 20. Qe8# 1-0",,,,True,White
Chess.com,2021.04.10,-,VilppuH,abcdave,0-1,1341,1388,1/172800,2021.04.25,abcdave won by resignation,"1. c4 e5 2. d3 Nf6 3. Nc3 Bb4 4. Bd2 O-O 5. a3 Bc5 6. h3 Nc6 7. e3 Re8 8. Nd5 d6
9. e4 Nd4 10. Nf3 c6 11. Nc3 d5 12. Nxd4 exd4 13. Na4 dxe4 14. Bf4 exd3+ 15. Kd2
Ne4+ 16. Kc1 Nxf2 17. Qd2 Nxh1 18. Nxc5 Qh4 19. Nxd3 Bf5 20. Kc2 Re4 21. Kb3
Rae8 22. g4 Be6 23. Qg2 b5 24. Kc2 bxc4 25. Qxe4 cxd3+ 26. Qxd3 Qf2+ 27. Bd2 Bd5
28. Qa6 Be4+ 29. Bd3 Ng3 30. Qc4 h6 31. Bxe4 Nxe4 32. Qd3 Nxd2 0-1",,,,True,Black
Chess.com,2021.04.26,-,NedalAlAgha,abcdave,1-0,1467,1368,1/172800,2021.05.12,NedalAlAgha won by resignation,"1. d4 d5 2. Nf3 Nf6 3. Bg5 Ne4 4. Nbd2 Nxg5 5. Nxg5 e6 6. Ngf3 Bb4 7. c3 Bd6 8.
e4 dxe4 9. Nxe4 Bf4 10. Bd3 O-O 11. O-O b6 12. Ng3 Bxg3 13. fxg3 Bb7 14. Rc1 Nd7
15. Bb1 Nf6 16. Ne5 c5 17. Qc2 Be4 18. Qe2 Bxb1 19. Rxb1 cxd4 20. Rbd1 Qd5 21.
cxd4 Qxa2 22. Rxf6 gxf6 23. Ng4 Rac8 24. Nxf6+ Kg7 25. Nh5+ Kh6 26. g4 Rg8 27.
Qe3+ Kg6 28. Qe4+ Kg5 29. h4+ Kxh4 30. g3+ Kh3 31. g5 1-0",,,,False,Black
Chess.com,2021.05.12,-,abcdave,dtimaaar,0-1,1346,1447,1/86400,2021.05.14,dtimaaar won by resignation,"1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4 a6 8. Nf3
c5 9. Bd3 Nc6 10. dxc5 Qxc5 11. Ng5 Qe3+ 12. Ne2 Nd4 13. c3 Nxe2 14. Bxe2 Qxf4
15. Nf3 Nxe5 16. Nd4 O-O 17. g3 Qe4 18. Rf1 Nc4 19. Qb3 e5 20. Nf3 Qe3 21. Rd1
Be6 22. Rd3 Qh6 23. Rd1 Ne3 24. Rf2 Nxd1 25. Kxd1 d4 26. Qxb7 dxc3 0-1",,,,False,White
Chess.com,2021.05.14,-,dtimaaar,abcdave,0-1,1457,1377,1/86400,2021.05.19,abcdave won by resignation,"1. d4 Nf6 2. Bf4 Nc6 3. e3 a6 4. Nf3 d5 5. c3 Bg4 6. Bd3 e6 7. Nbd2 Bd6 8. Bg3
Bxg3 9. hxg3 O-O 10. Qc2 h6 11. Rh4 Ne7 12. Ne5 Nf5 13. Rh2 c5 14. b3 b6 15.
Ndf3 Rc8 16. Nxg4 Nxg4 17. Rh3 Qf6 18. Bxa6 Rc7 19. Be2 cxd4 20. exd4 Nxd4 21.
Qd2 Nxe2 22. Kxe2 Rxc3 23. Rc1 Rfc8 24. Rxc3 Rxc3 25. Rh4 h5 26. Rxh5 d4 27. Rh4
d3+ 28. Kf1 Rc2 29. Qxd3 Qa1+ 30. Ne1 Rxf2+ 0-1",,,,True,Black
Chess.com,2021.05.19,-,abcdave,dtimaaar,0-1,1358,1449,1/86400,2021.05.29,dtimaaar won by resignation,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2
Re8 9. O-O-O Bd7 10. Bc4 a6 11. Bh6 Bh8 12. h4 Nc6 13. Nxc6 bxc6 14. h5 e6 15.
hxg6 fxg6 16. Bg5 Qb6 17. e5 Rab8 18. b3 Nd5 19. Nxd5 cxd5 20. Bd3 Qd4 21. c3
Qxe5 22. Bxa6 Qxc3+ 23. Qxc3 Bxc3 24. Kc2 Bb4 25. Rd4 Rf8 26. Rdh4 Rf7 27. Bd3
Rc8+ 28. Kd1 Bc3 29. Bf4 Bf6 30. R4h2 e5 31. Be3 Be6 32. Ke2 Ra8 33. Bb1 Bc8 34.
Kf2 e4 35. fxe4 Be5+ 36. Kg1 Bxh2+ 37. Kxh2 Re7 38. Bf4 dxe4 39. Bxd6 Re6 40.
Bc5 e3 41. Re1 e2 42. Bd3 Rxa2 43. Bc4 Rd2 44. Bxe6+ Bxe6 45. Be3 Rc2 46. b4 Bc4
47. Kg1 Rb2 48. Bc5 Rd2 49. Kf2 h5 50. Be3 Rd5 51. Kg3 Rf5 52. Bf2 h4+ 0-1",,,,False,White
Chess.com,2021.05.29,-,dtimaaar,abcdave,1-0,1436,1341,1/86400,2021.06.03,dtimaaar won by resignation,"1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3
O-O 9. d4 Bg4 10. Qd3 h6 11. Nbd2 exd4 12. cxd4 Re8 13. a3 Qd7 14. Nf1 Rab8 15.
Nh4 Nxe4 16. Rxe4 Bxh4 17. f3 Bf5 18. Rxe8+ Qxe8 19. Qxf5 Qe1 20. g3 Nxd4 21.
Qxf7+ Kh8 22. Bxh6 Nxf3+ 23. Qxf3 Qxa1 24. gxh4 gxh6 25. Qf6+ Kh7 26. Qf7+ Kh8
27. Bc2 1-0",,,,False,Black
Chess.com,2021.06.03,-,abcdave,dtimaaar,1-0,1365,1398,1/86400,2021.06.04,abcdave won by resignation,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 4. Nxc6 dxc6 5. d3 Bc5 6. Be2 h5 7. c3 Qd6 8. d4
Bxd4 9. cxd4 Qb4+ 10. Bd2 Qxd4 11. Bc3 Qxd1+ 12. Bxd1 Nxe4 13. Bxg7 Rg8 14. Be5
Rxg2 15. Bf3 Rg5 16. Bxc7 Nc5 17. Be2 Be6 18. h4 Rg8 19. b4 Kd7 20. Be5 Na4 21.
Nc3 Nb2 22. Ne4 Ke7 23. Bxb2 Rad8 1-0",,,,True,White
Chess.com,2021.06.04,-,dtimaaar,abcdave,0-1,1384,1386,1/86400,2021.06.08,abcdave won by resignation,"1. d4 Nf6 2. Nc3 d5 3. Bf4 a6 4. f3 e6 5. a3 Be7 6. e4 O-O 7. Bd3 Nc6 8. Nge2
Bd7 9. Qd2 b5 10. g4 b4 11. Na4 dxe4 12. g5 Nh5 13. Bxe4 Nxf4 14. Qxf4 Bxg5 15.
Qg4 Bh4+ 16. Kd1 e5 17. Qg2 Rb8 18. Rg1 g6 19. Bxc6 Bxc6 20. Qg4 Bxa4 21. b3 Bb5
22. Rg2 Bxe2+ 23. Kxe2 Qxd4 24. Qxd4 exd4 25. axb4 Rxb4 26. Rxa6 Re8+ 27. Kd3
Re3+ 28. Kd2 Be1+ 29. Kd1 Bc3 30. Re2 Rxe2 31. Kxe2 Rb8 32. Kd3 Re8 33. f4 f5
34. Rc6 Re4 35. Rxc7 Rxf4 36. Ke2 Rh4 37. Rb7 Rxh2+ 0-1",,,,True,Black
Chess.com,2021.06.08,-,abcdave,dtimaaar,1-0,1404,1371,1/86400,2021.06.13,abcdave won by checkmate,"1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 e6 5. g4 Bg6 6. Nge2 c5 7. h4 h5 8. Nf4 Bh7
9. Bb5+ Nc6 10. Be3 hxg4 11. Qe2 Ne7 12. O-O-O a6 13. Bxc6+ Nxc6 14. a3 c4 15.
Qxg4 b5 16. Nxe6 fxe6 17. Qxe6+ Ne7 18. Nxd5 Qxd5 19. Qg4 c3 20. Qh5+ g6 21. Qe2
cxb2+ 22. Kxb2 Bg8 23. Ra1 Nc6 24. Qd3 Bf7 25. e6 Qxe6 26. Rhd1 Na5 27. d5 Qd6
28. Qe4+ Be7 29. Bf4 Qf6+ 30. c3 Rxh4 31. d6 Ra7 32. dxe7 Rxf4 33. Rd8# 1-0",,,,True,White
Chess.com,2021.06.13,-,dtimaaar,abcdave,1-0,1385,1385,1/86400,2021.06.14,dtimaaar won by resignation,"1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Be7 8. Qf3
O-O 9. Bd3 b5 10. e5 Nd5 11. Bxe7 Qxe7 12. Be4 Bb7 13. Nxd5 exd5 14. Bxd5 Bxd5
15. Qxd5 Nd7 16. O-O-O dxe5 17. Rhe1 Qh4 18. Nf5 Qxf4+ 19. Ne3 Nf6 20. Qd3 Rad8
21. Qe2 Qxh2 22. Rh1 Qf4 23. Kb1 h6 24. g3 Qxg3 25. Rdg1 Qf4 26. Qg2 g6 27. Qh3
Kh7 28. Rf1 Qg5 29. Rxf6 h5 30. Rxa6 Rd4 31. c3 Rd3 32. Re1 Rfd8 33. Ra7 Kh6 34.
Rxf7 Rxe3 35. Qxe3 Rd1+ 36. Kc2 Qxe3 37. Rxe3 Rd5 38. Re7 h4 39. R7xe5 Rxe5 40.
Rxe5 g5 41. Kd2 Kh5 42. Re4 h3 43. c4 bxc4 44. a4 g4 45. Re1 g3 46. Ke2 Kh4 47.
Kf3 g2 48. Kf2 Kg4 49. a5 1-0",,,,False,Black
Chess.com,2021.06.14,-,abcdave,dtimaaar,1-0,1402,1368,1/86400,2021.06.16,abcdave won by resignation,"1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nbd7 8. Re1
Nh5 9. Bg5 f6 10. Be3 f5 11. Bg5 Qe8 12. Nd5 Qf7 13. Nxc7 Rb8 14. c5 Nxc5 15.
Nd5 Nxe4 16. Bc4 Be6 17. dxe5 dxe5 18. Rc1 h6 19. Nxe5 Bxe5 20. g4 hxg5 21. gxh5
Rfd8 22. hxg6 Qg7 23. Qb3 Nc5 24. Qb5 Bxd5 25. Bxd5+ Rxd5 26. Rxc5 Rxc5 27. Qxc5
Bxb2 28. Qxf5 Rf8 29. Qe6+ Kh8 30. Re3 g4 31. Qxg4 Qf6 32. Qh5+ 1-0",,,,True,White
Chess.com,2021.06.16,-,dtimaaar,abcdave,0-1,1358,1417,1/86400,2021.06.18,abcdave won by checkmate,"1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nc6 5. c3 Nf6 6. Bf4 Bg4 7. Qb3 Qd7 8. Nd2
e6 9. Ngf3 Be7 10. O-O O-O 11. Bb5 a6 12. Ne5 Qc7 13. Bxc6 bxc6 14. Ng6 Qd7 15.
Nxf8 Bxf8 16. f3 Bf5 17. Be5 Ne8 18. Qd1 c5 19. Nb3 cxd4 20. cxd4 Nd6 21. Nc5
Qb5 22. Qb3 Qe2 23. Rfe1 Qd2 24. Qb6 Nc4 25. Qb7 Ne3 26. Rxe3 Qxe3+ 27. Kf1 Re8
28. Nxa6 Bd3# 0-1",,,,True,Black
Chess.com,2021.06.18,-,abcdave,dtimaaar,0-1,1399,1371,1/86400,2021.06.21,dtimaaar won by resignation,"1. c4 e5 2. g3 Nf6 3. Bg2 d5 4. cxd5 Nxd5 5. Nc3 Nb6 6. Nf3 Nc6 7. O-O Be6 8. d3
Qd7 9. Bg5 f6 10. Be3 Bh3 11. Bxh3 Qxh3 12. Nb5 O-O-O 13. Bxb6 axb6 14. a4 e4
15. Ne1 h5 16. Qb3 h4 17. d4 Nxd4 18. Nxd4 Rxd4 19. Nc2 Bd6 20. f4 Rd3 21. exd3
hxg3 22. Rf2 gxf2+ 23. Kxf2 Qf3+ 24. Ke1 e3 0-1",,,,False,White
Chess.com,2021.06.21,-,dtimaaar,abcdave,1-0,1378,1382,1/86400,2021.06.28,dtimaaar won by resignation,"1. d4 d5 2. Bf4 Nf6 3. e3 g6 4. Nd2 Bg7 5. Ngf3 O-O 6. c3 Bf5 7. Ne5 Nbd7 8.
Ndf3 c6 9. Bd3 Bg4 10. Qb3 Qc8 11. O-O e6 12. Nxd7 Nxd7 13. Ne5 Nf6 14. Nxg4
Nxg4 15. h3 Nf6 16. g4 Re8 17. Qd1 Nd7 18. g5 e5 19. Bg3 Nf8 20. Kg2 Ne6 21. h4
e4 22. Be2 Qd8 23. Rh1 f6 24. h5 Nxg5 25. hxg6 hxg6 26. c4 Kf7 27. Qb3 Qd7 28.
Raf1 Rh8 29. Rh4 Rxh4 30. Bxh4 Qh3+ 31. Kg1 Qxh4 32. Qxb7+ Ke6 33. Qxc6+ Kf7 34.
Qxd5+ Ke7 35. Qxa8 Nh3+ 36. Kg2 Bh6 37. Qxa7+ Ke6 38. Qb6+ Kf7 39. Qc7+ Ke6 40.
Qc8+ 1-0",,,,False,Black
Chess.com,2021.06.26,-,abcdave,dodonerd1,1-0,1392,1250,1/86400,2021.06.30,abcdave won by checkmate,"1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Be3 Bb7 7. f3 Qc7 8. Qd2
Nf6 9. O-O-O Nc6 10. a3 b4 11. axb4 Bxb4 12. g4 O-O 13. g5 Nh5 14. Be2 Qa5 15.
Kb1 Ne5 16. Nb3 Bxc3 17. Nxa5 Bxd2 18. Bxd2 Bc6 19. f4 Rfc8 20. Nxc6 Nxc6 21.
Bxh5 g6 22. Bg4 Rab8 23. Bc3 a5 24. Rxd7 a4 25. Bxe6 fxe6 26. Rg7+ Kh8 27. Rd1
a3 28. Rdd7 Rd8 29. Rxh7+ Kg8 30. Rdg7+ Kf8 31. Rh8# 1-0",,,,True,White
Chess.com,2021.06.28,-,abcdave,dtimaaar,1-0,1414,1366,1/86400,2021.07.04,abcdave won by resignation,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3 Bg7 6. Bc4 Nxd4 7. Be3 Nc6 8.
Qf3 e6 9. O-O Ne5 10. Qe2 Nxc4 11. Qxc4 b6 12. Nb5 Kf8 13. c3 Ne7 14. Bg5 f6 15.
Bf4 Ba6 16. Bd6 Kf7 17. Qa4 Qc8 18. Rfe1 h5 19. Nc7 Bb7 20. Nxa8 Qxa8 21. Qxd7
Re8 22. f3 Bf8 23. Qb5 Bc6 24. Qb4 g5 25. a4 Nc8 26. Bxf8 Rxf8 27. a5 b5 28. c4
bxc4 29. Qxc4 a6 30. b4 Nd6 31. Qc5 Nb5 32. Rac1 Rc8 33. Qe3 e5 34. h4 gxh4 35.
Kf2 Bd7 36. Rxc8 Qxc8 37. Qh6 Qg8 38. Qxh5+ Ke7 39. Qxh4 Nd4 40. Rc1 Qg5 41.
Qh7+ Kd6 42. Rc4 Qd2+ 43. Kg1 Ne2+ 44. Kh2 Qf4+ 45. Kh1 Qg3 46. Rc1 Nxc1 47. Qh6
Ne2 48. Qd2+ Nd4 49. Qh6 Ke6 50. Qh7 Kd6 51. Qf7 Ne2 52. Qxf6+ Kc7 53. Qb6+ Kc8
54. Qxa6+ Kd8 55. Qxe2 Ke7 56. a6 Bb5 57. Qxb5 Qe1+ 58. Kh2 Qh4+ 59. Kg1 Qe1+
60. Qf1 Qe3+ 61. Qf2 Qc1+ 62. Kh2 Qh6+ 63. Kg3 Qxa6 64. Qc5+ Kf7 65. b5 Qg6+ 66.
Kf2 Qg5 67. Qc7+ Ke6 68. Qc4+ Kf6 69. Qb4 Qh4+ 70. Ke2 Qg3 71. Kf1 Qf4 72. Qf8+
Kg5 1-0",,,,True,White
Chess.com,2021.06.30,-,dodonerd1,abcdave,0-1,1243,1401,1/86400,2021.07.03,abcdave won by checkmate,"1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. Be3 Ng4 8. Bg5 f6
9. Bh4 Nc6 10. d5 Ne7 11. Nd2 h6 12. f3 Ne3 13. Qa4 Nxg2+ 14. Kf2 Nxh4 15. b4 f5
16. Rhc1 fxe4 17. Ndxe4 g5 18. Kg1 Bh3 19. Bf1 Nxf3+ 20. Kh1 Qc8 21. c5 Qg4 22.
Be2 Qg2# 0-1",,,,True,Black
Chess.com,2021.07.04,-,dtimaaar,abcdave,0-1,1357,1426,1/86400,2021.07.07,abcdave won by resignation,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3 Bg7 6. Be3 Nf6 7. Bc4 O-O 8.
Qd2 Qa5 9. O-O d6 10. Nf3 Bg4 11. Nh4 Nd7 12. Bh6 Qh5 13. Bxg7 Kxg7 14. Qf4 Qxh4
15. f3 Nde5 16. Bb3 g5 17. Qg3 Qxg3 18. hxg3 Bd7 19. f4 gxf4 20. gxf4 Ng4 21.
Ne2 Na5 22. Nd4 Nxb3 23. axb3 e5 24. fxe5 dxe5 25. Nf5+ Bxf5 26. Rxf5 f6 27. Re1
Nh6 28. Rf3 Rac8 29. c4 b5 30. Rc1 bxc4 31. bxc4 f5 32. exf5 Rxf5 33. Rxf5 Nxf5
34. Kf2 Kf6 35. c5 Nd4 36. Ke3 Nb3 37. Ke4 0-1",,,,True,Black
Chess.com,2021.07.07,-,abcdave,dtimaaar,1-0,1458,1350,1/86400,2021.07.12,abcdave won by resignation,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Bc4 e6 8. f3
O-O 9. O-O a6 10. Bb3 b5 11. Nce2 Bb7 12. Qd2 Re8 13. Rad1 Rc8 14. Kh1 d5 15.
Nxc6 Bxc6 16. e5 Nd7 17. Bg5 Qc7 18. f4 f6 19. exf6 Nxf6 20. Rf3 Ne4 21. Qe3
Nxg5 22. fxg5 Kh8 23. Rh3 Bxb2 24. c3 Ba3 25. Bc2 Qf7 26. Ng3 Bd6 27. Rf1 Qg7
28. Nh5 d4 29. Nxg7 dxe3 30. Nxe8 Bxe8 31. Rxe3 Bd7 32. Rf7 Be8 33. Rf6 Bd7 34.
Rf7 Rf8 35. Rxf8+ Bxf8 36. Rh3 Be8 37. Rd3 Bf7 38. Rd7 Kg8 39. Ra7 Bc5 40. Rxa6
e5 41. Be4 Bc4 42. Rc6 Be3 43. a4 Bf7 44. axb5 Be8 45. Rc8 Kf7 46. Bc6 1-0",,,,True,White
Chess.com,2021.07.09,-,abcdave,inventormed,1-0,1448,1424,1/86400,2021.07.12,abcdave won by resignation,"1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 h6 5. Nc3 Nf6 6. Bc4 Be7 7. O-O O-O 8. h3
c6 9. Bb3 Nbd7 10. Re1 Ne5 11. Bf4 Bd7 12. Re3 c5 13. Nf3 Ng6 14. e5 dxe5 15.
Bxe5 Nxe5 16. Nxe5 b6 17. Nd5 Nxd5 18. Qxd5 Be6 19. Qxd8 Raxd8 20. Nc6 Rd7 21.
Rxe6 Bf6 22. c3 Rc7 23. Rd6 Rfc8 24. Bd5 a6 25. Re1 b5 26. Ne5 a5 27. Kf1 Be7
28. Bxf7+ Kf8 29. Ra6 a4 30. Ra5 Bf6 31. Bg6 Bxe5 32. Rxe5 b4 33. cxb4 cxb4 34.
Rxa4 Rc1+ 35. Re1 R1c4 36. a3 R4c6 37. Rxb4 Rxg6 38. a4 Ra6 39. Ra1 Kf7 40. Rb7+
Kf6 41. a5 Rc5 42. b4 Rd5 43. b5 Ra8 44. a6 Rd6 45. a7 Rdd8 46. b6 g5 47. Rc7
1-0",,,,True,White
Chess.com,2021.07.13,-,dtimaaar,abcdave,1-0,1358,1427,1/86400,2021.07.23,dtimaaar won by resignation,"1. d4 Nf6 2. Bf4 d5 3. e3 Bf5 4. Nd2 e6 5. Ngf3 Be7 6. Ne5 O-O 7. Ndf3 Nbd7 8.
c3 c5 9. Bd3 Be4 10. O-O Qb6 11. b3 Rac8 12. Bg5 h6 13. Nxd7 Nxd7 14. Bxe7 Rfe8
15. Bh4 Nf6 16. Bxf6 gxf6 17. Nh4 Kh7 18. f3 Bg6 19. Qc2 Rg8 20. f4 f5 21. Rf3
cxd4 22. exd4 Qa5 23. b4 Qc7 24. Rc1 Qe7 25. g3 b6 26. Re3 Qd6 27. Rf1 a5 28. a3
Rc7 29. h3 Rgc8 30. Be2 Rc6 31. g4 axb4 32. gxf5 exf5 33. Nxg6 fxg6 34. axb4 Qc7
35. c4 dxc4 36. h4 b5 37. h5 Rf8 38. d5 Rd6 39. Rd1 Rd7 40. hxg6+ Kxg6 41. Re6+
Kh7 42. d6 Qb6+ 43. Kf1 Rg7 44. Ke1 Qg1+ 45. Kd2 Qd4+ 46. Kc1 Qxf4+ 47. Kb1 Rd7
48. Re7+ Rxe7 49. dxe7 Re8 50. Rd7 Qe5 51. Bh5 Rxe7 52. Rxe7+ Qxe7 53. Qxf5+ Kh8
54. Qxb5 Qe1+ 55. Ka2 Qd2+ 56. Kb1 c3 57. Qe8+ Kg7 58. Qg6+ Kh8 59. Qf6+ Kg8 60.
Bf7+ Kf8 61. Bg6+ 1-0",,,,False,Black
Chess.com,2021.07.14,-,abcdave,Salamonovi4,0-1,1443,1401,1/86400,2021.07.22,Salamonovi4 won by resignation,"1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 Qe7 6. Be2 Bg4 7. O-O f6 8. Re1
d5 9. Nc3 Qe6 10. Nb5 Na6 11. Bf4 c6 12. Nc3 Bb4 13. a3 Nxc3 14. bxc3 Bxc3 15.
Bxa6 Bxe1 16. Qxe1 bxa6 17. Qc3 O-O 18. h3 Bf5 19. Re1 Be4 20. Nd2 f5 21. f3 g5
22. Bxg5 Qg6 23. fxe4 Qxg5 24. exf5 Rxf5 25. Nf3 Qf6 26. Ne5 Re8 27. Ng4 Rxe1+
28. Qxe1 Qxd4+ 29. Kh1 Rf8 30. Qe6+ Kh8 31. Ne3 Qg7 32. Nf5 Qg6 33. Qe5+ Qf6 34.
Qxf6+ Rxf6 35. Ne7 Re6 36. Nc8 Re2 37. c3 Rc2 38. Nxa7 Rxc3 39. Kg1 Kg8 40. Kf2
Kf7 41. g3 Ke6 42. Nc8 Rb3 43. h4 Kd7 44. Na7 Kc7 0-1",,,,False,White
Chess.com,2021.07.23,-,abcdave,dtimaaar,1-0,1437,1361,1/86400,2021.07.24,abcdave won by resignation,"1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2
d5 9. O-O-O e6 10. Bh6 Nxd4 11. Bxg7 Nxf3 12. gxf3 Kxg7 13. Rg1 Qb6 14. Be2 Rd8
15. h4 d4 16. e5 dxc3 17. exf6+ Kxf6 18. Qxd8+ Qxd8 19. Rxd8 cxb2+ 20. Kxb2 Ke7
21. Rgd1 1-0
",,,,True,White
